time	marker_0_x marker_0_y marker_0_z marker_1_x marker_1_y marker_1_z marker_2_x marker_2_y marker_2_z marker_3_x marker_3_y marker_3_z marker_4_x marker_4_y marker_4_z marker_5_x marker_5_y marker_5_z marker_6_x marker_6_y marker_6_z marker_7_x marker_7_y marker_7_z marker_8_x marker_8_y marker_8_z marker_9_x marker_9_y marker_9_z marker_10_x marker_10_y marker_10_z marker_11_x marker_11_y marker_11_z marker_12_x marker_12_y marker_12_z marker_13_x marker_13_y marker_13_z marker_14_x marker_14_y marker_14_z marker_15_x marker_15_y marker_15_z marker_16_x marker_16_y marker_16_z marker_17_x marker_17_y marker_17_z marker_18_x marker_18_y marker_18_z marker_19_x marker_19_y marker_19_z marker_20_x marker_20_y marker_20_z marker_21_x marker_21_y marker_21_z marker_22_x marker_22_y marker_22_z marker_23_x marker_23_y marker_23_z marker_24_x marker_24_y marker_24_z marker_25_x marker_25_y marker_25_z marker_26_x marker_26_y marker_26_z marker_27_x marker_27_y marker_27_z marker_28_x marker_28_y marker_28_z marker_29_x marker_29_y marker_29_z marker_30_x marker_30_y marker_30_z marker_31_x marker_31_y marker_31_z marker_32_x marker_32_y marker_32_z marker_33_x marker_33_y marker_33_z marker_34_x marker_34_y marker_34_z marker_35_x marker_35_y marker_35_z marker_36_x marker_36_y marker_36_z marker_37_x marker_37_y marker_37_z marker_38_x marker_38_y marker_38_z marker_39_x marker_39_y marker_39_z marker_40_x marker_40_y marker_40_z marker_41_x marker_41_y marker_41_z marker_42_x marker_42_y marker_42_z marker_43_x marker_43_y marker_43_z marker_44_x marker_44_y marker_44_z marker_45_x marker_45_y marker_45_z marker_46_x marker_46_y marker_46_z marker_47_x marker_47_y marker_47_z marker_48_x marker_48_y marker_48_z marker_49_x marker_49_y marker_49_z marker_50_x marker_50_y marker_50_z marker_51_x marker_51_y marker_51_z marker_52_x marker_52_y marker_52_z marker_53_x marker_53_y marker_53_z marker_54_x marker_54_y marker_54_z marker_55_x marker_55_y marker_55_z marker_56_x marker_56_y marker_56_z marker_57_x marker_57_y marker_57_z marker_58_x marker_58_y marker_58_z marker_59_x marker_59_y marker_59_z marker_60_x marker_60_y marker_60_z marker_61_x marker_61_y marker_61_z marker_62_x marker_62_y marker_62_z marker_63_x marker_63_y marker_63_z marker_64_x marker_64_y marker_64_z marker_65_x marker_65_y marker_65_z marker_66_x marker_66_y marker_66_z marker_67_x marker_67_y marker_67_z marker_68_x marker_68_y marker_68_z marker_69_x marker_69_y marker_69_z marker_70_x marker_70_y marker_70_z marker_71_x marker_71_y marker_71_z marker_72_x marker_72_y marker_72_z marker_73_x marker_73_y marker_73_z marker_74_x marker_74_y marker_74_z marker_75_x marker_75_y marker_75_z marker_76_x marker_76_y marker_76_z marker_77_x marker_77_y marker_77_z marker_78_x marker_78_y marker_78_z marker_79_x marker_79_y marker_79_z marker_80_x marker_80_y marker_80_z marker_81_x marker_81_y marker_81_z marker_82_x marker_82_y marker_82_z marker_83_x marker_83_y marker_83_z marker_84_x marker_84_y marker_84_z marker_85_x marker_85_y marker_85_z marker_86_x marker_86_y marker_86_z marker_87_x marker_87_y marker_87_z marker_88_x marker_88_y marker_88_z marker_89_x marker_89_y marker_89_z marker_90_x marker_90_y marker_90_z marker_91_x marker_91_y marker_91_z marker_92_x marker_92_y marker_92_z marker_93_x marker_93_y marker_93_z marker_94_x marker_94_y marker_94_z marker_95_x marker_95_y marker_95_z marker_96_x marker_96_y marker_96_z marker_97_x marker_97_y marker_97_z marker_98_x marker_98_y marker_98_z marker_99_x marker_99_y marker_99_z
1706739348224	813.0016479492188 -334.5668640136719 932.6044921875 768.6061401367188 -309.2198486328125 1036.02490234375 617.1262817382812 -223.1564178466797 1379.29248046875 
1706739348229	807.932373046875 -331.75 929.5012817382812 765.8125610351562 -307.61590576171875 1034.5184326171875 623.0438842773438 -226.68426513671875 1382.7386474609375 
1706739348234	802.3853759765625 -328.8918151855469 926.7732543945312 762.8064575195312 -306.12017822265625 1033.0233154296875 628.8626708984375 -229.94317626953125 1385.8958740234375 
1706739348239	796.3701171875 -325.85833740234375 924.4180297851562 759.3242797851562 -304.23779296875 1031.6239013671875 634.5133056640625 -233.03517150878906 1388.7225341796875 
1706739348244	791.0302734375 -323.2602233886719 922.0606079101562 756.8455810546875 -303.06707763671875 1030.3931884765625 639.7628784179688 -236.0831298828125 1391.486328125 
1706739348249	785.5599365234375 -320.37548828125 920.0582885742188 753.9927368164062 -301.6155700683594 1029.47021484375 645.1486206054688 -239.11473083496094 1393.94189453125 
1706739348254	780.2857055664062 -317.45611572265625 918.3877563476562 751.10546875 -300.0892639160156 1028.6436767578125 650.6312866210938 -242.03660583496094 1396.03515625 
1706739348259	775.0333251953125 -314.6974182128906 916.8362426757812 748.1895751953125 -298.6781921386719 1027.848876953125 655.8707885742188 -244.90493774414062 1398.1004638671875 
1706739348265	769.4230346679688 -311.885498046875 915.7083129882812 745.2680053710938 -297.3121643066406 1027.28857421875 660.9718627929688 -247.61444091796875 1399.947998046875 
1706739348271	764.332763671875 -309.735107421875 914.3259887695312 742.3220825195312 -296.06884765625 1026.783935546875 665.8606567382812 -250.20510864257812 1401.5709228515625 
1706739348274	759.0891723632812 -307.39935302734375 913.3766479492188 739.4800415039062 -294.8031005859375 1026.2864990234375 670.62841796875 -252.8087921142578 1403.0855712890625 
1706739348279	753.8087768554688 -304.7879943847656 912.7786254882812 736.736328125 -293.6080017089844 1026.02490234375 675.3766479492188 -255.3760528564453 1404.4918212890625 
1706739348284	749.3143920898438 -302.7046813964844 912.01123046875 733.9481201171875 -292.3857116699219 1025.8336181640625 680.1305541992188 -257.84136962890625 1405.7457275390625 
1706739348289	744.3961181640625 -300.3486633300781 911.7178344726562 731.352294921875 -291.2752990722656 1025.709716796875 684.7521362304688 -260.11260986328125 1406.9146728515625 
1706739348294	739.4678344726562 -298.2725524902344 911.5064086914062 728.6318969726562 -290.2335205078125 1025.756103515625 689.1828002929688 -262.1304626464844 1407.986083984375 
1706739348301	734.806640625 -296.7647399902344 911.4368896484375 726.0200805664062 -289.3935241699219 1025.8992919921875 693.5952758789062 -263.9888916015625 1408.9580078125 
1706739348305	730.0081787109375 -295.3878479003906 911.49951171875 723.4153442382812 -288.700439453125 1026.1707763671875 697.8907470703125 -265.7290954589844 1409.890380859375 
1706739348311	725.5607299804688 -294.2549743652344 911.63525390625 720.843994140625 -287.9847717285156 1026.6014404296875 702.2216796875 -267.236572265625 1410.81298828125 
1706739348316	721.0082397460938 -293.0220031738281 912.09326171875 718.3275756835938 -287.3714294433594 1027.1334228515625 706.4908447265625 -268.5244445800781 1411.7125244140625 
1706739348321	716.5776977539062 -291.83367919921875 912.66357421875 715.7446899414062 -286.7721862792969 1027.806884765625 710.5609130859375 -269.57550048828125 1412.54296875 
1706739348325	712.01220703125 -290.7519836425781 913.3546142578125 713.1990966796875 -286.2306213378906 1028.4915771484375 714.5408325195312 -270.5423889160156 1413.3255615234375 
1706739348330	707.6240234375 -289.9241638183594 914.15966796875 710.6323852539062 -285.71856689453125 1029.2725830078125 718.3792724609375 -271.5358581542969 1414.05224609375 
1706739348335	703.137939453125 -289.1383361816406 915.0082397460938 708.0722045898438 -285.294677734375 1030.1024169921875 722.154296875 -272.6027526855469 1414.70703125 
1706739348340	698.7324829101562 -288.2314147949219 915.9776611328125 705.5633544921875 -284.7786865234375 1030.956298828125 726.055419921875 -273.6600036621094 1415.325927734375 
1706739348348	694.4017944335938 -287.015869140625 916.911865234375 703.0606689453125 -284.1286315917969 1031.8067626953125 729.862060546875 -274.7073059082031 1415.8638916015625 
1706739348349	689.8856811523438 -285.56390380859375 918.016845703125 700.4799194335938 -283.333984375 1032.72021484375 733.6297607421875 -275.7866516113281 1416.3404541015625 
1706739348354	685.2197265625 -283.98968505859375 919.1324462890625 697.826171875 -282.4538269042969 1033.6663818359375 737.6483764648438 -277.006591796875 1416.63720703125 
1706739348359	680.357177734375 -282.3043518066406 920.361572265625 695.1157836914062 -281.4885559082031 1034.5992431640625 741.9605712890625 -278.5146789550781 1416.8204345703125 
1706739348364	675.2687377929688 -280.5162353515625 921.643310546875 692.2734375 -280.41546630859375 1035.6224365234375 746.9093627929688 -280.3876037597656 1416.825927734375 
1706739348369	669.831298828125 -278.34075927734375 923.0687255859375 689.1737060546875 -279.16839599609375 1036.6307373046875 752.3323974609375 -282.5623779296875 1416.53857421875 
1706739348380	663.7633666992188 -275.517822265625 924.689453125 685.8563842773438 -277.5887756347656 1037.741455078125 758.19775390625 -285.117919921875 1415.91796875 
1706739348380	657.03173828125 -272.052490234375 926.600830078125 682.2644653320312 -275.7065124511719 1038.9466552734375 764.471435546875 -288.2307434082031 1414.9573974609375 
1706739348385	649.7489013671875 -268.0111389160156 928.7539672851562 678.0354614257812 -273.50244140625 1040.32568359375 771.3896484375 -292.04595947265625 1413.48974609375 
1706739348390	641.6950073242188 -263.4791259765625 931.40185546875 673.5484008789062 -271.0295715332031 1041.83740234375 778.894775390625 -296.5374755859375 1411.3974609375 
1706739348395	632.7380981445312 -258.4273376464844 934.6411743164062 668.54541015625 -268.1427917480469 1043.656494140625 787.1895751953125 -301.5950927734375 1408.529296875 
1706739348400	623.0020751953125 -252.7718505859375 938.6214599609375 663.0225219726562 -264.9322204589844 1045.899169921875 796.140380859375 -307.080810546875 1404.7633056640625 
1706739348404	612.3599853515625 -246.148193359375 943.5762329101562 657.1267700195312 -261.2438049316406 1048.52099609375 805.7800903320312 -313.1016845703125 1400.023193359375 
1706739348409	601.0069580078125 -238.68521118164062 949.6785278320312 650.7335205078125 -257.1375427246094 1051.871337890625 815.9154663085938 -319.71343994140625 1394.0115966796875 
1706739348414	589.0196533203125 -230.8238067626953 957.1923217773438 643.940673828125 -252.65255737304688 1055.9713134765625 826.8809814453125 -327.0587463378906 1386.4976806640625 
1706739348419	576.1768798828125 -222.0626678466797 966.5093383789062 636.5521240234375 -247.8867645263672 1061.0909423828125 838.49609375 -334.8853759765625 1377.1334228515625 
1706739348424	562.761474609375 -213.17864990234375 977.883544921875 628.9906005859375 -242.92539978027344 1067.214111328125 850.1531372070312 -343.1619873046875 1365.9322509765625 
1706739348429	548.8731689453125 -203.95762634277344 991.6580200195312 621.1138305664062 -237.8236541748047 1074.6451416015625 862.8735961914062 -351.47686767578125 1351.45703125 
1706739348435	535.2302856445312 -194.56008911132812 1007.9450073242188 613.4766845703125 -232.6180419921875 1083.3304443359375 874.552490234375 -360.3412170410156 1335.35205078125 
1706739348441	522.2594604492188 -185.17295837402344 1027.075439453125 605.903564453125 -227.4014892578125 1093.8524169921875 885.5928344726562 -369.3520202636719 1316.8824462890625 
1706739348446	510.3374938964844 -175.90589904785156 1049.0439453125 599.011962890625 -222.17315673828125 1105.860107421875 895.6387939453125 -377.54815673828125 1295.1588134765625 184.3134765625 -15.185891151428223 1081.677001953125 
1706739348450	500.19366455078125 -167.39341735839844 1073.641845703125 593.0068969726562 -217.51852416992188 1119.34521484375 904.2269897460938 -385.1363220214844 1271.0386962890625 
1706739348455	491.96746826171875 -160.76014709472656 1100.1156005859375 588.1546020507812 -213.59725952148438 1134.2999267578125 910.6646728515625 -391.83349609375 1244.5347900390625 
1706739348461	485.4304504394531 -154.8701629638672 1130.326904296875 584.0430908203125 -210.55784606933594 1150.08154296875 914.56884765625 -396.5466613769531 1215.733642578125 
1706739348465	483.1014404296875 -150.99813842773438 1161.779541015625 583.2003784179688 -208.38624572753906 1167.57470703125 915.52099609375 -400.1795959472656 1185.6917724609375 
1706739348470	484.46063232421875 -149.4854278564453 1194.56201171875 583.408203125 -207.5029754638672 1185.6356201171875 913.4697875976562 -401.6657409667969 1154.1226806640625 
1706739348476	489.4600524902344 -150.30538940429688 1228.1490478515625 586.0798950195312 -207.64234924316406 1204.0010986328125 907.8195190429688 -401.0812683105469 1122.212646484375 866.4937133789062 -36.120357513427734 1093.27978515625 
1706739348480	497.6058044433594 -153.5040740966797 1262.7037353515625 590.8739624023438 -209.24417114257812 1222.100341796875 898.6056518554688 -398.1012268066406 1090.5247802734375 
1706739348484	511.04705810546875 -159.93545532226562 1294.0509033203125 597.8250732421875 -212.32821655273438 1239.5552978515625 885.7127685546875 -392.74578857421875 1059.965087890625 350.0592956542969 -204.91030883789062 1251.052001953125 
1706739348489	528.13525390625 -167.68739318847656 1324.067626953125 606.90478515625 -216.8786163330078 1255.5152587890625 869.271728515625 -385.10858154296875 1031.1390380859375 
1706739348495	548.5020141601562 -178.36056518554688 1351.5489501953125 617.992919921875 -222.83766174316406 1270.5694580078125 849.5314331054688 -375.157958984375 1004.9774780273438 
1706739348499	572.32275390625 -191.1436004638672 1375.5543212890625 630.8863525390625 -229.7694091796875 1283.768310546875 827.0971069335938 -363.5410461425781 981.957763671875 
1706739348505	598.9782104492188 -205.6567840576172 1395.4749755859375 645.6879272460938 -238.69610595703125 1295.4893798828125 802.9852294921875 -350.45941162109375 962.369873046875 
1706739348509	627.4620361328125 -221.1515350341797 1411.03466796875 662.2366943359375 -247.30726623535156 1303.5770263671875 776.6049194335938 -336.1584167480469 947.3999633789062 
1706739348515	658.302734375 -238.02923583984375 1421.85205078125 679.1405639648438 -256.6292724609375 1309.796630859375 749.1895141601562 -321.1802673339844 936.8392333984375 
1706739348520	689.9397583007812 -255.4094696044922 1427.638916015625 697.2606811523438 -266.32666015625 1312.784423828125 721.0761108398438 -305.7634582519531 930.8726196289062 
1706739348524	721.7579956054688 -272.8494873046875 1428.539306640625 715.2471923828125 -276.0495300292969 1313.2379150390625 692.761474609375 -290.20172119140625 929.513427734375 
1706739348529	753.28662109375 -289.8726501464844 1424.55908203125 733.19287109375 -285.6709289550781 1310.98876953125 665.0748901367188 -274.91717529296875 932.5130004882812 
1706739348534	783.9943237304688 -306.1531066894531 1416.026611328125 750.6763305664062 -294.8028869628906 1306.0830078125 638.5764770507812 -260.28369140625 939.633056640625 
1706739348540	813.3975219726562 -321.4416809082031 1403.106689453125 767.4608764648438 -303.52935791015625 1298.800537109375 613.3848876953125 -246.40859985351562 950.9520263671875 
1706739348545	841.079833984375 -335.6766662597656 1386.220947265625 783.298095703125 -311.5777893066406 1289.3348388671875 590.2171630859375 -233.65185546875 965.9484252929688 
1706739348550	866.8870849609375 -348.1985778808594 1365.2152099609375 797.80419921875 -318.90667724609375 1277.867919921875 569.3003540039062 -222.37770080566406 984.1272583007812 
1706739348554	889.4293823242188 -359.7074890136719 1341.802490234375 810.910400390625 -325.4027404785156 1264.786865234375 550.7117309570312 -211.85292053222656 1005.3508911132812 
1706739348560	909.3038940429688 -369.5947265625 1315.9127197265625 822.5426635742188 -330.9146728515625 1250.3372802734375 534.9015502929688 -203.2969512939453 1029.142822265625 
1706739348565	926.5042114257812 -377.1996765136719 1287.92041015625 832.4746704101562 -335.28955078125 1234.9324951171875 522.1751098632812 -196.76461791992188 1054.9949951171875 
1706739348569	939.9860229492188 -382.88348388671875 1258.2515869140625 840.8412475585938 -338.6617126464844 1218.6090087890625 512.3071899414062 -192.26043701171875 1082.39794921875 
1706739348575	950.5442504882812 -386.1229553222656 1227.175537109375 847.2803344726562 -340.74810791015625 1201.4420166015625 505.3512878417969 -189.83456420898438 1111.18994140625 
1706739348580	957.6117553710938 -387.8165588378906 1195.938720703125 851.9396362304688 -342.05560302734375 1184.1951904296875 501.98846435546875 -189.05125427246094 1140.4091796875 
1706739348584	961.0134887695312 -387.98785400390625 1164.615234375 854.683837890625 -342.5520324707031 1166.9461669921875 501.9384460449219 -189.76979064941406 1170.0167236328125 457.08612060546875 -424.7693786621094 1247.97998046875 
1706739348589	960.7716064453125 -387.25982666015625 1133.5943603515625 855.5599975585938 -342.2038269042969 1149.889404296875 505.29119873046875 -191.73037719726562 1199.5960693359375 
1706739348595	957.156005859375 -385.0306701660156 1103.0889892578125 854.3651123046875 -341.2698974609375 1133.115478515625 511.8343505859375 -195.07171630859375 1228.3486328125 570.6227416992188 -319.4178771972656 1149.6595458984375 
1706739348599	950.2673950195312 -381.53521728515625 1073.8065185546875 851.5394897460938 -339.4402160644531 1117.0009765625 521.6300659179688 -199.57240295410156 1256.3377685546875 65.22506713867188 -744.3200073242188 1225.3148193359375 
1706739348605	939.7036743164062 -376.8669128417969 1046.962158203125 846.79052734375 -337.0514221191406 1101.7164306640625 533.2532348632812 -206.65174865722656 1283.1517333984375 
1706739348612	926.557373046875 -370.7471618652344 1020.16259765625 839.2025756835938 -334.0830383300781 1086.323486328125 548.7782592773438 -213.12144470214844 1307.6270751953125 
1706739348615	910.8438110351562 -364.0351867675781 997.5892944335938 831.8443603515625 -331.08502197265625 1074.4173583984375 566.9224243164062 -220.1654052734375 1330.333740234375 
1706739348619	892.2672119140625 -357.24652099609375 976.7465209960938 822.1910400390625 -327.4753112792969 1062.60107421875 587.2938232421875 -227.3560791015625 1350.57763671875 
1706739348624	870.9799194335938 -350.37225341796875 958.3517456054688 811.4563598632812 -323.9295349121094 1052.7447509765625 609.5350952148438 -234.91485595703125 1368.20751953125 
1706739348629	848.0813598632812 -343.21563720703125 942.8427734375 799.5996704101562 -320.2445373535156 1044.7109375 633.4209594726562 -242.71450805664062 1383.2816162109375 
1706739348635	824.0388793945312 -336.0102233886719 931.2255249023438 786.9225463867188 -316.5387268066406 1038.4061279296875 658.6532592773438 -250.49993896484375 1395.435546875 
1706739348641	799.38134765625 -328.7742004394531 922.6520385742188 773.6082153320312 -312.68585205078125 1033.90283203125 684.7791748046875 -258.0242614746094 1404.5562744140625 
1706739348646	773.8589477539062 -321.7436218261719 917.3278198242188 759.55078125 -308.69781494140625 1031.118408203125 711.3807373046875 -265.2501220703125 1410.6422119140625 
1706739348651	747.7025756835938 -314.4952697753906 915.2427978515625 745.9288330078125 -304.8616027832031 1030.050048828125 737.8197021484375 -272.4006652832031 1413.790283203125 
1706739348656	721.416748046875 -307.1591491699219 916.3391723632812 731.7724609375 -300.89202880859375 1030.8028564453125 763.6407470703125 -279.6958312988281 1414.1259765625 
1706739348661	695.644775390625 -299.75604248046875 920.1351318359375 717.7442626953125 -296.7685546875 1033.1888427734375 788.77490234375 -287.414306640625 1411.5828857421875 1421.679931640625 -1462.4036865234375 1135.3140869140625 
1706739348666	670.7042846679688 -291.8587646484375 926.8005981445312 704.0771484375 -292.39306640625 1037.0640869140625 813.0361328125 -295.21917724609375 1406.390869140625 1372.092529296875 -1426.1151123046875 1143.06298828125 
1706739348671	647.0107421875 -283.51361083984375 935.986083984375 691.0054321289062 -287.768310546875 1042.3037109375 836.0344848632812 -303.1158752441406 1398.657470703125 1319.64501953125 -1385.8870849609375 1151.64794921875 
1706739348676	624.4354858398438 -274.7815246582031 947.5409545898438 678.4851684570312 -283.0251770019531 1048.934326171875 857.6383056640625 -310.9997253417969 1388.525634765625 1264.7042236328125 -1341.8597412109375 1161.3040771484375 
1706739348681	603.2590942382812 -265.9951477050781 961.3543090820312 666.5988159179688 -278.12506103515625 1056.695556640625 876.7979736328125 -318.8627624511719 1376.6226806640625 1207.284912109375 -1294.475830078125 1171.632568359375 
1706739348685	583.7113037109375 -257.1835632324219 977.158447265625 655.7239990234375 -273.1861572265625 1065.556396484375 895.1044921875 -326.4460144042969 1361.9046630859375 1148.4859619140625 -1245.0750732421875 1182.2550048828125 
1706739348690	566.0073852539062 -248.2642822265625 994.601806640625 645.6369018554688 -268.11419677734375 1075.2877197265625 910.4160766601562 -334.8303527832031 1346.2593994140625 
1706739348696	550.51123046875 -239.1562042236328 1013.4190063476562 636.7659301757812 -262.9330139160156 1085.868408203125 923.686767578125 -343.136474609375 1329.125732421875 
1706739348700	537.1586303710938 -229.96316528320312 1033.36865234375 629.073974609375 -257.7483215332031 1096.9676513671875 934.8233032226562 -351.1087646484375 1310.64208984375 
1706739348706	525.9417114257812 -220.9299774169922 1054.3497314453125 622.450439453125 -252.72789001464844 1108.640869140625 944.1964111328125 -358.83477783203125 1291.217041015625 
1706739348711	516.9744873046875 -212.31214904785156 1076.2000732421875 617.00048828125 -247.81631469726562 1120.823974609375 950.9576416015625 -365.89703369140625 1271.0341796875 
1706739348719	509.86322021484375 -204.89865112304688 1098.522216796875 612.5926513671875 -243.63299560546875 1133.2130126953125 955.3883666992188 -372.43426513671875 1250.598876953125 
1706739348721	504.3590393066406 -198.79095458984375 1121.334716796875 609.0013427734375 -240.36294555664062 1144.65673828125 958.6576538085938 -377.81512451171875 1228.6617431640625 
1706739348725	501.3697814941406 -193.3697052001953 1143.9532470703125 607.2930908203125 -236.98379516601562 1158.0875244140625 959.9210815429688 -382.3919677734375 1206.6300048828125 
1706739348730	500.3428039550781 -188.7425994873047 1166.68115234375 605.8682861328125 -234.4020538330078 1171.078857421875 959.3289794921875 -386.01220703125 1184.794189453125 
1706739348735	501.4946594238281 -185.026611328125 1189.745849609375 606.3982543945312 -232.27252197265625 1183.366943359375 956.9075317382812 -388.88970947265625 1163.409912109375 
1706739348744	504.136962890625 -182.1813507080078 1212.3143310546875 607.672119140625 -230.56597900390625 1195.678466796875 952.8538208007812 -391.19775390625 1142.544921875 
1706739348745	508.8514404296875 -180.1942138671875 1233.937255859375 609.7988891601562 -229.25782775878906 1207.68017578125 947.2371826171875 -392.8602600097656 1122.11181640625 
1706739348750	514.9771728515625 -179.20230102539062 1255.06640625 612.8441772460938 -228.554443359375 1219.5753173828125 939.4834594726562 -393.4328918457031 1102.3248291015625 
1706739348759	522.65576171875 -178.95126342773438 1275.4517822265625 616.7117919921875 -228.3966522216797 1230.796142578125 930.8707885742188 -393.1622009277344 1083.12939453125 
1706739348760	531.0474853515625 -180.71859741210938 1295.8486328125 621.5394287109375 -228.40953063964844 1241.661376953125 920.9848022460938 -392.0304870605469 1064.8995361328125 
1706739348765	541.9308471679688 -181.3192901611328 1313.9658203125 626.8357543945312 -228.92247009277344 1251.39501953125 909.9799194335938 -390.65277099609375 1048.63623046875 
1706739348770	553.9278564453125 -182.94129943847656 1331.3050537109375 633.1490478515625 -229.6210174560547 1261.08837890625 897.4697875976562 -388.421142578125 1032.0863037109375 
1706739348775	566.8651733398438 -185.3417205810547 1347.4388427734375 640.0444946289062 -230.73684692382812 1270.1727294921875 884.43798828125 -385.76910400390625 1017.5423583984375 
1706739348782	580.5824584960938 -188.48336791992188 1362.2957763671875 647.3582153320312 -232.24130249023438 1278.5626220703125 870.4179077148438 -382.21026611328125 1004.0657958984375 
1706739348785	595.096435546875 -192.31622314453125 1375.957275390625 654.8896484375 -233.85533142089844 1286.1590576171875 855.7936401367188 -378.0887145996094 991.9273681640625 
1706739348790	610.4251708984375 -196.595947265625 1388.2259521484375 663.335693359375 -236.3199005126953 1293.3277587890625 840.6107788085938 -373.541748046875 981.2564697265625 
1706739348795	626.329345703125 -201.2425537109375 1399.05224609375 671.8858642578125 -238.75511169433594 1299.5223388671875 824.9447631835938 -368.60906982421875 971.833740234375 
1706739348800	642.4228515625 -206.2679901123047 1408.4456787109375 680.57958984375 -241.40467834472656 1305.046875 808.7709350585938 -363.0751953125 963.529541015625 
1706739348806	658.8030395507812 -211.93911743164062 1416.54931640625 689.45361328125 -244.907470703125 1309.949951171875 792.5052490234375 -357.2135314941406 956.8570556640625 
1706739348810	675.2246704101562 -218.1390380859375 1423.236328125 698.3763427734375 -248.20794677734375 1314.0172119140625 776.1782836914062 -350.6874694824219 951.46630859375 
1706739348815	691.6670532226562 -224.84764099121094 1428.61328125 707.3245849609375 -251.75538635253906 1317.2841796875 759.7691040039062 -343.7934265136719 947.4917602539062 
1706739348820	708.0333251953125 -231.89512634277344 1432.7027587890625 716.1828002929688 -255.426025390625 1319.802978515625 743.517578125 -336.6894226074219 944.7681274414062 
1706739348825	724.3135375976562 -239.1837615966797 1435.2161865234375 724.9074096679688 -259.3043518066406 1321.51953125 727.2078857421875 -329.3693542480469 943.30029296875 
1706739348830	740.2509155273438 -246.6114044189453 1436.5638427734375 733.492919921875 -263.28826904296875 1322.5843505859375 711.1928100585938 -321.6396789550781 942.935302734375 
1706739348838	755.842529296875 -254.33154296875 1436.6658935546875 741.86767578125 -267.4363098144531 1322.89599609375 695.4288940429688 -313.4903869628906 943.7882690429688 
1706739348841	770.8749389648438 -262.34088134765625 1435.681396484375 750.0357666015625 -271.7131042480469 1322.5767822265625 680.2684936523438 -305.1750183105469 945.7310791015625 1358.1085205078125 -1417.6329345703125 1161.2982177734375 
1706739348846	785.6873168945312 -270.730224609375 1433.401611328125 758.000244140625 -276.1718444824219 1321.6424560546875 665.5794677734375 -296.89508056640625 948.8080444335938 1338.179443359375 -1402.97119140625 1165.5911865234375 
1706739348851	799.9052124023438 -279.1830139160156 1430.0921630859375 765.6748657226562 -280.6720886230469 1320.050537109375 651.31591796875 -288.6361083984375 952.7783203125 1316.0499267578125 -1386.2646484375 1170.5245361328125 
1706739348856	813.4519653320312 -287.4269104003906 1425.80615234375 772.9597778320312 -285.09234619140625 1317.8330078125 637.4485473632812 -280.3760986328125 957.8790893554688 1293.607177734375 -1368.4029541015625 1175.695556640625 
1706739348860	826.5628051757812 -295.6475830078125 1420.43310546875 780.1834716796875 -289.5379943847656 1315.0628662109375 624.1460571289062 -272.0535888671875 963.910888671875 1268.3785400390625 -1348.1795654296875 1181.330322265625 
1706739348865	839.2442626953125 -303.6115417480469 1414.08447265625 786.9730834960938 -293.8538513183594 1311.8079833984375 611.7037963867188 -263.87457275390625 970.7347412109375 1243.420654296875 -1327.0767822265625 1187.28759765625 
1706739348870	851.2577514648438 -311.6229248046875 1406.8829345703125 793.4288330078125 -298.2040100097656 1308.06298828125 599.8919067382812 -255.9844512939453 978.432861328125 
1706739348875	862.7908325195312 -319.5912780761719 1398.8487548828125 799.5673217773438 -302.506591796875 1303.9449462890625 588.6824951171875 -248.4035186767578 986.8712768554688 
1706739348881	873.427734375 -327.25518798828125 1390.34228515625 805.3206787109375 -306.6184387207031 1299.3656005859375 578.1011352539062 -241.1492156982422 996.1787109375 
1706739348888	883.39111328125 -334.5197448730469 1380.84716796875 810.7826538085938 -310.6334228515625 1294.4166259765625 568.1847534179688 -233.96421813964844 1006.1573486328125 
1706739348890	893.3838500976562 -340.88372802734375 1370.4403076171875 815.9467163085938 -314.4891052246094 1289.1893310546875 559.1129150390625 -227.0685272216797 1016.6648559570312 
1706739348895	902.1470947265625 -347.6614990234375 1359.683349609375 820.612548828125 -318.1732482910156 1283.60791015625 550.751953125 -220.55593872070312 1027.738037109375 
1706739348900	910.0614624023438 -354.1468811035156 1348.524169921875 825.0377807617188 -321.74139404296875 1277.716552734375 543.438720703125 -214.53668212890625 1039.0211181640625 
1706739348906	917.24365234375 -360.3913269042969 1336.9185791015625 828.7770385742188 -325.210693359375 1271.787841796875 536.4043579101562 -208.31015014648438 1051.0517578125 
1706739348910	923.6556396484375 -366.4075012207031 1324.94580078125 832.4400024414062 -328.437255859375 1265.280029296875 529.8643798828125 -202.7283935546875 1063.6993408203125 
1706739348916	929.3310546875 -371.9715270996094 1312.7513427734375 835.6344604492188 -331.4051208496094 1258.7769775390625 525.0018920898438 -197.4674530029297 1076.033203125 
1706739348921	934.32275390625 -377.287109375 1300.0997314453125 838.4297485351562 -334.36541748046875 1252.065673828125 520.4994506835938 -192.45213317871094 1088.8426513671875 
1706739348926	938.658203125 -382.0999755859375 1287.1312255859375 840.8392333984375 -337.1287536621094 1245.1217041015625 516.708740234375 -187.8795928955078 1101.7738037109375 
1706739348932	942.1480102539062 -386.6796569824219 1273.95166015625 842.84912109375 -339.7240905761719 1238.1214599609375 513.6197509765625 -183.77159118652344 1114.865966796875 
1706739348936	944.7625122070312 -390.95318603515625 1260.7861328125 844.4207763671875 -342.1373596191406 1230.9808349609375 511.26904296875 -180.03712463378906 1128.0513916015625 
